id,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,Scored Labels
6132600655,930000.0,3,2.25,5000,3.0,0,0,3,0,2014,0,2020,5000,818843.9689018584
2568300040,709050.0,4,3.5,9000,2.0,0,0,3,50,1997,0,1960,7772,813078.9039576827
5111400086,110000.0,3,1.0,53143,1.0,0,0,5,0,1945,0,1820,217800,288666.9493957583
3782760040,402500.0,3,3.25,4002,2.0,0,0,3,0,2009,0,1890,4090,639089.4673300723
5104510120,305000.0,3,2.5,5175,2.0,0,0,3,0,2002,0,1830,5175,409658.85785804567
2771603050,717500.0,3,1.0,4000,1.5,0,2,3,200,1931,0,2090,4000,733327.4878536598
7795400046,276900.0,2,1.0,10096,1.0,0,2,4,0,1952,0,1280,10095,308964.23393996514
5451210100,938000.0,4,2.5,9886,1.0,0,0,5,420,1975,0,2530,10658,757350.266410622
5104450070,435000.0,4,2.25,7506,2.0,0,0,4,0,1987,0,2390,8015,548333.7002184951
7202340190,531800.0,3,2.5,5344,2.0,0,0,3,0,2004,0,2410,5080,493152.5398248199
5017000575,569000.0,3,2.0,3000,1.5,0,0,3,760,1908,1970,1600,4080,605716.5647564887
5160700035,431000.0,2,1.5,4000,1.5,0,0,4,0,1900,0,1480,4000,527251.815847184
3798000165,444950.0,3,1.0,6927,1.0,0,0,3,710,1962,0,2060,9120,383349.7891392055
5205000160,350000.0,4,2.5,10459,2.0,0,0,4,0,1989,0,2340,8777,564840.6317919774
7304300430,364000.0,4,1.0,11383,1.5,0,0,5,0,1947,0,1290,11213,268725.30973808817
4038100360,466200.0,3,1.5,8856,1.0,0,0,4,0,1959,0,1850,8740,371836.52613986813
3523029059,181000.0,2,1.5,10807,1.0,0,0,2,0,1949,0,1660,196591,230750.95152261815
9201000460,705000.0,4,2.25,10536,1.0,0,0,3,1100,1979,0,2760,12431,652105.0247395852
7568700525,326000.0,2,1.0,7440,1.0,0,0,3,430,1940,0,1070,7440,249567.90545551354
4008400515,190000.0,1,0.75,77603,1.0,0,0,1,0,1945,0,1750,30847,206025.63840014357
8001450060,370000.0,5,3.0,9920,1.0,0,0,3,1270,1990,0,1890,10341,460057.5808197389
3052700213,461100.0,2,2.25,1267,2.0,0,0,3,90,2010,0,1360,1349,392330.0899359615
2487200279,560000.0,3,2.5,5128,1.0,0,1,3,1160,1978,0,2510,5330,694121.478032299
3205400230,347000.0,3,1.0,7200,1.0,0,0,3,0,1968,0,1120,7200,239346.357920018
5112800210,255950.0,4,1.0,11050,1.0,0,0,5,0,1964,0,1970,20800,313057.0106862411
9826700930,459000.0,2,2.0,804,3.0,0,0,3,0,2008,0,1380,1751,469491.7670925969
5119400075,950000.0,3,3.25,18892,1.0,1,4,4,1400,1962,0,1170,70973,914627.0262743436
1422200090,676500.0,3,1.75,2446,1.0,0,3,3,420,1961,0,2440,5051,500145.98370551295
7533800170,1636000.0,3,2.5,6765,2.0,0,1,4,560,1946,0,2630,7626,982338.0755471062
2558720120,487585.0,4,1.75,9211,1.0,0,0,3,540,1977,0,1840,8500,357372.47470900073
2482410130,335000.0,3,1.75,9133,1.0,0,0,4,1020,1978,0,1980,9592,430818.56256730505
3904900610,475000.0,3,2.5,7586,2.0,0,0,3,0,1986,0,2090,7330,440636.70008581487
2877103726,791500.0,4,2.0,3500,1.5,0,0,5,0,1911,0,1820,3750,663626.6783263823
7611200195,709000.0,3,2.0,18000,1.0,0,0,4,180,1951,0,2600,17300,671306.5014828865
114100314,285000.0,3,1.5,7117,1.0,0,0,3,310,1960,0,2230,14775,405269.76034666365
203600470,620000.0,4,2.5,32780,2.0,0,0,3,0,1998,0,2840,36555,669816.822718223
4235400255,405000.0,2,1.0,4323,1.0,0,0,3,0,1942,0,1460,3300,427392.23166909517
4140500055,560000.0,4,2.5,16360,1.0,0,0,5,970,1959,0,1770,15205,525912.5078532017
1102001055,518000.0,3,1.0,6612,1.5,0,3,3,0,1927,0,2100,7680,608324.0331686891
7399300860,290000.0,3,2.25,7308,1.0,0,0,4,290,1968,0,1480,7400,357586.85993765463
4454800060,450000.0,2,1.75,3340,1.0,0,0,3,140,1912,0,1700,3980,552306.8986151968
2025049203,399950.0,2,1.0,1157,2.0,0,0,4,0,1943,0,1370,1173,389585.043423755
6117900010,755000.0,3,3.25,15586,2.0,0,0,3,760,1989,0,3560,15046,913855.7065275515
538000390,337500.0,5,2.5,4698,2.0,0,0,3,0,1999,0,2010,4698,440930.5376601038
1224059049,810000.0,3,1.75,13503,1.0,0,2,4,660,1952,0,2450,10890,662599.4840227194
126059242,550000.0,3,1.75,45738,1.0,0,0,4,470,1980,0,2340,38556,517764.4852638987
8165501640,309950.0,2,2.25,1607,2.0,0,0,3,0,2007,0,1460,1826,380180.96730337146
7283900036,402500.0,3,1.0,10752,1.5,0,0,4,0,1929,0,1820,7600,376932.9004195879
5318100200,1100000.0,3,2.75,4050,1.5,0,0,5,890,1926,0,1920,3600,800045.3398845952
3326069026,600000.0,3,1.75,57499,1.0,0,0,3,0,1988,0,3260,137649,594177.7709121857
5104510190,349000.0,4,2.5,4694,2.0,0,0,3,0,2003,0,1830,5175,421934.47106846666
8864000425,242000.0,3,1.75,6099,1.0,0,0,5,790,1944,0,1330,6099,443955.3084592106
717000225,235000.0,2,2.0,6450,1.0,0,0,4,130,1954,0,1640,5775,490098.4643841135
1283800110,776000.0,4,2.5,6425,2.0,0,0,3,0,2008,0,3040,7800,658522.923814931
5201000030,597000.0,4,2.5,41338,2.0,0,0,3,0,1995,0,2340,46661,512051.3828550599
6204200340,521000.0,3,1.75,18250,1.0,0,0,3,0,1988,0,2180,10027,407753.87814113323
3276050110,368500.0,2,1.75,19141,2.0,0,0,3,0,1977,0,2400,13030,518594.48870423745
2231800020,366000.0,4,2.75,8093,1.0,0,0,5,720,1961,0,1920,8089,539413.4560005605
7840800135,290000.0,1,2.0,4800,2.0,0,0,3,0,1910,0,1030,4800,424695.36146905087
3353402390,171500.0,3,1.0,6480,1.5,0,0,4,0,1946,0,1100,7300,273201.7532211505
9126101740,490000.0,8,5.0,2580,2.0,0,0,3,920,1997,0,1800,2580,714420.3427953569
5631500254,519900.0,4,2.5,6172,2.0,0,0,3,0,1999,0,2380,6075,457312.6750954389
6699300210,321500.0,4,2.5,5457,2.0,0,0,3,0,2003,0,2740,5816,483768.064794774
8562710520,890000.0,5,3.5,6000,2.0,0,0,3,1290,2006,0,4530,6000,848788.7941816925
3756500060,438000.0,3,1.75,9660,1.0,0,0,3,0,1962,0,1200,9660,316443.8686264695
9578500690,430236.0,4,3.25,5166,2.0,0,0,3,730,2014,0,2848,5182,747478.6530414744
2522059251,465000.0,3,2.5,15035,2.0,0,0,3,0,2006,0,1300,15836,567703.0677106399
624069035,2750000.0,4,4.0,5575,2.0,1,4,4,1270,1993,0,2980,5575,2925646.870538497
5104520720,353500.0,4,2.5,9239,2.0,0,0,3,0,2004,0,2150,5450,404686.27291221044
2025069140,1898000.0,3,2.5,4334,3.0,1,4,3,0,2006,0,2830,38211,1318508.5648737093
8581200240,255000.0,3,1.75,8800,1.0,0,0,3,600,1978,0,1690,7920,297572.75521093135
1689401230,1355000.0,3,1.5,4775,2.0,0,2,5,800,1913,0,2280,5947,883800.8922914213
7443000480,865000.0,4,2.0,5527,2.0,0,0,3,620,1901,1987,1290,1764,631878.6092933113
5411600210,810000.0,4,3.5,4322,2.0,0,0,3,1230,2005,0,2970,4922,785327.4960517649
8005100025,195000.0,3,1.0,4350,1.5,0,0,5,0,1913,0,1210,5500,335405.2288567128
5366200210,454000.0,3,2.5,4094,2.0,0,0,3,0,1991,0,1940,3924,487018.8602143276
4167300310,324500.0,3,1.75,11340,1.0,0,0,4,690,1977,0,1980,9638,412113.3036190845
7852010290,720000.0,4,2.5,8930,2.0,0,2,3,0,1999,0,3160,7865,646305.4752114255
9542200610,800500.0,4,2.5,11130,1.0,0,0,5,0,1962,0,2610,11130,783407.4014598858
7452500815,212625.0,2,1.0,5000,1.0,0,0,3,0,1951,0,930,5000,311060.46471443394
7228500425,590000.0,3,1.0,2370,2.0,0,0,3,0,1901,0,1310,2370,427759.515377524
6669080020,449400.0,4,3.0,5064,2.0,0,0,3,0,2007,0,2470,5064,483046.3560576432
1118001631,1225000.0,3,2.25,7700,1.0,0,0,3,450,1964,0,3020,8234,770266.1639811338
3905050280,533000.0,3,2.5,4812,2.0,0,0,3,0,1990,0,1930,5264,463932.72118334577
635000009,1050000.0,2,2.5,2390,3.0,0,2,3,350,2007,0,1950,2390,753066.0715607359
7227500450,222900.0,2,1.0,5800,1.0,0,0,5,0,1942,0,900,6000,244642.42820410233
2985800225,525000.0,3,1.0,6800,1.0,0,0,3,0,1943,0,1500,6800,293496.15827671246
1959700445,1300000.0,4,1.75,5500,2.0,0,0,5,1400,1924,0,3320,5500,1445544.8913949681
408100150,267800.0,2,1.0,6000,1.0,0,0,4,0,1949,0,920,6000,229298.12346207455
3629830250,637500.0,4,3.0,4468,2.0,0,0,3,160,1999,0,2330,3541,576495.7179755137
7517500611,720000.0,3,2.5,1159,3.0,0,3,3,0,2000,0,1920,3600,782938.0888447092
8155850010,675000.0,4,4.0,18804,2.0,0,0,3,0,1990,0,3200,15954,1115920.282376819
579002220,808000.0,3,2.5,6240,1.0,0,3,5,800,1957,0,2180,5200,720447.4588077877
8856004327,248000.0,4,3.0,5883,2.0,0,0,3,0,2006,0,1700,10143,528800.3461336986
4039400410,525000.0,4,1.75,6600,1.0,0,0,5,0,1960,0,1430,8800,333053.76465393376
1068000559,1275000.0,4,1.75,8448,1.0,0,3,4,1760,1947,0,2540,7064,825876.1023021122
8691360490,960000.0,4,3.5,11676,2.0,0,0,3,0,2000,0,3900,11164,1058354.3153589661
7922710520,615000.0,4,2.25,10260,2.0,0,0,3,0,1971,0,2360,10080,602048.5058130032
7936000429,1007500.0,4,3.5,7200,2.0,0,0,3,910,2009,0,2050,6200,850822.6254657607
221049191,329500.0,3,2.5,22482,1.0,0,0,5,760,1979,0,2330,16016,625648.7652216598
923059259,455950.0,4,2.5,5771,2.0,0,0,3,0,2015,0,1940,4184,492193.56414104294
6679000720,296000.0,3,2.5,5845,2.0,0,0,3,0,2003,0,1860,5752,397621.53131888376
2068500210,234300.0,3,1.0,9779,1.0,0,0,3,0,1963,0,1520,9814,243393.66966811745
3530490070,210000.0,2,1.75,5680,1.0,0,0,4,0,1978,0,1320,3547,363739.43210949167
104550660,275000.0,3,2.5,6821,2.0,0,0,3,0,1989,0,1970,6821,346959.6919191404
1338300010,842500.0,3,2.25,3996,1.5,0,0,3,410,1910,0,2970,4320,1020370.5886488002
5095400040,270000.0,3,1.0,13500,1.0,0,0,4,0,1968,0,1350,13680,281329.0672577936
5418200295,549500.0,3,1.75,8438,1.0,0,0,4,0,1961,0,2040,9450,452501.40148773533
7129300935,415000.0,3,1.75,5650,1.0,0,2,4,1190,1956,0,2350,6554,675099.2461170235
6601200020,235245.0,4,2.5,5075,2.0,0,0,3,0,2007,0,1934,5000,412085.2902942011
2473410690,324000.0,4,1.75,7208,1.0,0,0,3,940,1975,0,1820,7208,374147.0969536342
7227800055,247000.0,4,2.0,8116,1.0,0,0,4,0,1943,0,1440,7865,343440.25774988375
5631500213,342400.0,3,2.25,9630,2.0,0,0,3,0,1986,0,2660,5979,518658.9136698138
2064800880,301500.0,3,1.0,7419,1.0,0,0,3,360,1969,0,1800,8000,308228.5805602909
7853240100,772500.0,5,2.75,9130,2.0,0,0,3,0,2004,0,3450,8361,750505.7870426753
4174600185,480000.0,2,2.25,6770,1.5,0,0,3,0,1926,0,1820,7875,510196.7552104625
3972900215,315000.0,2,1.0,7350,1.0,0,0,3,0,1942,0,1320,7545,273902.5000093257
2329800630,274950.0,3,1.75,7415,1.0,0,0,3,350,1987,0,1650,8585,338222.55947322847
5089700260,283500.0,4,2.25,8050,2.0,0,0,3,0,1978,0,2190,7700,504523.4186827815
3585901025,1735000.0,3,2.5,32093,1.5,0,4,5,1800,1982,0,3810,26400,2136497.7480543815
1552510160,488500.0,3,2.75,9490,2.0,0,0,3,0,1994,0,1950,8851,402831.90512442344
5560000710,210000.0,3,1.0,8970,1.0,0,0,4,0,1961,0,1040,8450,239842.14770644854
5201810060,319000.0,4,2.5,8336,2.0,0,0,3,0,1995,0,2280,7959,463746.7617227403
4406000620,231750.0,3,1.0,7615,1.0,0,0,3,0,1981,0,1470,9515,267950.14408532553
7907600100,287500.0,4,2.0,9147,1.0,0,0,5,0,1953,0,1220,8576,364742.7099875126
7856610200,902000.0,4,2.25,9200,1.0,0,0,5,960,1976,0,3030,9400,829494.0247090539
8648900060,509900.0,3,2.5,2700,2.0,0,0,3,0,2010,0,1890,3078,404088.0441476494
2624049103,449000.0,2,1.0,4576,1.0,0,0,3,210,1925,0,1550,5000,488222.0761198095
1930301555,500000.0,2,1.0,4500,1.0,0,2,3,100,1926,0,1670,4000,557223.4903460277
3528900980,648475.0,4,2.75,5700,1.0,0,0,3,1050,1951,0,1720,3850,630787.8749478466
3751600176,196000.0,3,1.5,18568,1.0,0,0,3,0,1989,0,1610,17420,271227.23399411055
856000635,2225000.0,4,4.25,10800,2.0,0,1,3,790,2002,0,2370,7680,1470752.0217459698
40000669,499950.0,4,2.5,20067,2.0,0,0,3,0,2001,0,1730,21420,501617.01824534056
3630180500,1150000.0,5,3.5,6218,2.0,0,2,3,830,2007,0,3260,5989,916396.2572203922
2645500013,336500.0,3,1.0,7284,1.0,0,0,3,510,1963,0,2020,7920,387692.6506566872
2822059181,306000.0,5,2.0,169448,1.5,0,0,3,0,1910,0,2250,6059,798772.206733257
2487200490,670000.0,3,2.5,5300,2.0,0,2,3,870,2008,0,2140,7500,781031.8003179033
2193340140,540000.0,4,2.5,7850,2.0,0,0,3,0,1985,0,1830,8140,382063.82650187996
8699800060,318000.0,3,2.25,8909,2.0,0,2,3,0,1988,0,2050,8909,534552.7408885122
6151800486,260000.0,2,1.0,19602,1.0,0,0,3,0,1977,0,1270,17699,246519.04521503943
4139400910,740000.0,4,2.5,10330,2.0,0,0,3,0,1992,0,2710,8375,582263.9503193384
486000085,866800.0,4,3.5,5000,2.0,0,2,3,770,2001,0,1470,4560,842716.6680989707
1420700030,597157.0,7,4.0,10880,1.0,0,0,4,0,1960,0,1840,10836,467713.21758278745
421000465,269500.0,2,1.5,7276,1.0,0,0,4,540,1978,0,1090,6710,240211.64519887025
6381500690,427500.0,3,1.0,7085,1.0,0,0,5,0,1944,0,1350,7085,303040.34884105757
2558640340,375000.0,3,1.75,8775,1.0,0,0,3,0,1973,0,1790,7865,344167.8264177081
2391600555,406500.0,2,1.0,5750,1.0,0,0,4,0,1947,0,1100,5750,301472.81170861155
582000644,872500.0,4,2.0,6000,1.0,0,0,3,730,1956,2015,1770,6000,471829.1738751607
6666800180,715000.0,4,2.25,8272,1.0,0,0,4,440,1966,0,2040,8479,484720.07188176666
4102000075,275000.0,1,0.75,14149,1.0,0,0,5,290,1962,0,1130,24513,189676.16718590018
7140700690,239950.0,3,1.75,4888,1.0,0,0,3,0,2014,0,2520,5700,376141.201223243
3034200516,547000.0,2,1.0,10038,1.5,0,0,4,0,1922,0,1610,8822,319778.42824583047
8079010230,475000.0,3,2.5,7210,2.0,0,0,3,0,1989,0,2350,7225,458445.2330990711
5071401000,779000.0,6,2.5,12000,1.0,0,1,3,1450,1966,0,3490,10320,934599.6321535372
4025300210,410000.0,2,1.0,10125,1.0,0,0,4,430,1954,0,1680,10125,347571.54878538393
7347600490,245000.0,3,2.0,13125,1.0,0,0,3,1230,1910,0,1460,10582,333938.6364562713
9000025,496000.0,2,1.0,4635,2.0,0,0,4,0,1941,1973,1810,4635,460401.14495443954
3530510041,188500.0,2,1.75,2493,1.0,0,0,4,0,1985,0,1270,4966,330515.01945214276
7613700860,716500.0,3,1.75,5000,1.0,0,0,3,700,1936,0,2300,6000,616714.5502281536
9533100080,781000.0,3,1.5,8175,1.0,0,0,4,470,1952,0,2130,8577,563614.8120497752
3751604653,205000.0,3,1.0,10708,1.0,0,0,3,0,1969,0,1770,14482,293310.3865292125
1604601804,532000.0,3,3.75,2050,2.0,0,0,3,1090,2010,0,2130,3082,1091110.2821979788
6421100592,510000.0,3,1.75,11950,1.0,0,2,3,400,1984,0,1610,9363,380800.6818395138
1775900220,300000.0,3,1.5,15053,1.0,0,0,3,0,1979,0,1250,13368,246332.98852601112
5438000160,213400.0,3,1.5,8686,1.0,0,0,4,0,1963,0,1760,8798,339454.53396990785
922049078,157000.0,1,1.0,26326,1.0,0,0,3,0,1939,0,1250,10608,211040.01291640892
7202270440,650000.0,4,2.5,5612,2.0,0,0,3,0,2001,0,2770,5177,568885.2673853781
2473381090,270000.0,3,2.25,7000,1.0,0,0,4,400,1970,0,1610,7000,369306.0324940167
1112000035,420000.0,2,1.0,5375,1.0,0,0,3,0,1953,0,1380,5000,390615.26144688815
3131200640,700000.0,4,2.0,4590,2.0,0,0,3,0,1908,0,1650,4590,608039.275240029
9476200485,261490.0,4,1.0,8467,1.0,0,2,4,420,1943,0,1060,7396,267362.81336236227
1703050420,651100.0,4,2.5,5526,2.0,0,0,3,0,2003,0,2500,5769,496081.5365290298
1829300210,762300.0,4,2.5,14550,2.0,0,0,3,0,1987,0,3240,14045,785952.312524552
7525410190,550000.0,3,1.75,35200,1.5,0,0,3,0,1979,0,2590,37500,484544.2637334777
1561600095,1058000.0,4,2.0,11137,1.0,0,0,4,0,1955,0,2300,10463,555080.6487780268
1930300190,716100.0,3,1.0,4000,1.5,0,0,5,0,1909,0,2140,4000,685758.4456596925
9808640040,850000.0,3,2.5,1919,2.0,0,2,4,0,1981,0,2415,2166,1066607.524807505
5632500110,351000.0,3,1.0,10518,1.0,0,0,3,0,1960,0,1670,9380,303356.6725378236
1954700410,2546000.0,4,3.0,8805,2.5,0,2,5,700,1928,0,3780,8558,2265766.014962402
7852170370,522500.0,3,2.5,7875,2.0,0,0,3,0,2003,0,2660,7752,499035.9332285791
8725950360,720000.0,2,1.75,1108,3.0,0,0,3,0,2007,0,1940,1160,600877.4923096213
7658600082,565000.0,2,2.5,2457,3.0,0,0,3,0,2009,0,1650,1639,535270.605905422
1818800235,1100000.0,4,2.75,7750,1.0,0,4,5,1700,1958,0,3080,8525,1350002.137293083
2425049107,1950000.0,4,3.75,17424,1.0,0,0,3,1020,1963,2000,3930,21420,2339422.510731128
5459500145,975000.0,5,2.75,10014,1.0,0,2,4,1440,1973,0,3230,10279,842414.5056741463
5490210510,500000.0,3,1.75,14633,1.0,0,0,3,430,1977,0,1780,8100,356617.91921974736
42000065,355000.0,2,1.0,9150,1.0,0,0,4,0,1965,0,1440,10636,234935.92208529968
7972602490,220000.0,5,2.5,10200,1.5,0,0,3,0,1925,0,1370,7620,437706.358713287
2767700022,500000.0,3,3.25,1500,3.0,0,0,3,0,2000,0,1520,1323,477831.99982578994
2597530760,905000.0,5,3.5,10155,2.0,0,0,3,930,1996,0,2940,10753,860699.8812471979
7923700330,510000.0,4,1.5,8800,1.0,0,0,4,1020,1961,0,1490,8800,360296.3865655718
7852020620,563500.0,4,2.5,4944,2.0,0,0,3,0,1999,0,2190,5108,433880.12770724174
4139440730,728935.0,4,2.5,10194,2.0,0,0,3,0,1993,0,2980,10053,742629.3414118143
7518501390,473000.0,2,1.0,5100,1.0,0,0,4,0,1909,0,1400,5100,402037.5394489616
3395070980,461500.0,5,3.25,3275,2.0,0,0,3,590,2006,0,2610,3275,759440.8689678771
1421069159,520000.0,3,2.5,58712,2.5,0,3,3,0,1987,0,2240,24332,610927.2311483868
7100000135,330000.0,2,1.0,8308,1.0,0,0,4,0,1948,0,1310,8308,284004.843885827
2026049326,500000.0,3,2.5,3012,2.0,0,0,3,0,2011,0,1720,7658,360711.19859477517
7905200365,550000.0,3,1.75,5850,1.0,0,0,4,360,1938,0,1540,5850,476840.9092724602
6003501400,525000.0,3,1.0,3520,1.0,0,0,3,0,1902,0,1300,1233,376172.3567895158
8880600070,245000.0,4,2.0,8750,1.0,0,2,3,0,1977,0,1770,8207,346710.5924304944
6699930530,373500.0,4,2.5,4978,2.0,0,0,3,0,2004,0,2470,5024,447200.3616175213
4024101052,305500.0,3,1.0,6090,1.0,0,0,4,0,1950,0,1550,9096,303374.2821535123
3526059115,515000.0,5,3.0,11761,1.0,0,0,3,1300,1981,0,2580,10703,603912.0874547194
8123500050,599000.0,5,2.75,22572,1.0,0,0,3,650,1968,1992,2260,15458,622630.1902732357
8860300220,612000.0,5,2.5,7000,1.0,0,0,3,1010,1975,0,2080,7280,424266.9560988273
6798100610,425000.0,3,1.5,8100,1.0,0,0,3,360,1947,0,1256,8100,370448.6059844918
7883608693,191000.0,2,1.0,3400,1.0,0,0,5,0,1905,0,940,6000,209833.34123491353
8818400340,1081000.0,4,3.0,4325,1.5,0,0,3,800,1922,2003,1960,4284,833239.6130793185
7972603385,245000.0,2,1.0,6150,1.0,0,0,3,0,1941,0,1120,6150,265105.2809677927
7010701016,411000.0,1,1.0,5000,1.5,0,0,3,0,1948,0,1620,4000,499892.6831380282
98000560,959900.0,4,3.75,15151,2.0,0,0,3,0,2004,0,4340,15151,1061681.5336343015
5708500208,412000.0,2,1.5,3873,1.0,0,0,4,380,1909,0,1240,4336,452263.467668497
7738500731,4500000.0,5,5.5,40014,2.0,1,4,3,290,2004,0,3030,23408,3974342.8016120503
1217000340,340000.0,3,1.0,8100,1.0,0,0,4,920,1953,0,1250,8100,320893.2368053445
323059103,425000.0,3,2.5,23522,1.0,0,0,4,0,1978,0,2340,23522,525318.2753166661
2877102651,619000.0,4,2.0,3400,1.5,0,0,5,750,1915,0,1670,4200,666503.6406633115
1138010180,399950.0,3,2.5,7300,1.0,0,0,3,470,1974,0,1360,7300,345644.4378920988
6679000370,295000.0,3,2.5,4200,2.0,0,0,3,0,2003,0,1560,4200,400129.71565526136
1315300095,790000.0,4,3.5,3000,2.0,0,0,3,470,2014,0,1600,4600,657697.203404233
9532000070,536000.0,4,2.5,4831,2.0,0,0,3,0,2009,0,2430,3937,467325.93481203634
8961990160,567500.0,3,2.5,4556,2.0,0,0,3,0,1999,0,1530,5606,414523.4662390959
7549800543,300000.0,3,3.25,1235,2.0,0,0,3,290,2008,0,1470,1243,465249.1089251573
9542900190,370000.0,4,1.5,9957,1.0,0,0,3,470,1972,0,1510,8088,380819.0823089868
4058801065,272000.0,3,2.0,5700,1.0,0,0,5,0,1942,0,1190,6384,393478.21309637086
1591600307,360000.0,3,1.75,7200,1.0,0,0,5,780,1959,0,1950,8384,447365.70716395247
662440030,435000.0,4,2.5,4699,2.0,0,0,3,0,2010,0,2450,5130,469176.4535223388
5406500440,690000.0,4,2.5,6235,2.0,0,0,3,0,2001,0,2670,4410,483765.79047548736
2141310020,779000.0,5,2.25,7738,2.0,0,0,4,0,1977,0,2300,9840,530864.4901687816
7923100410,650000.0,4,1.75,8215,1.0,0,0,4,1140,1966,0,2070,7875,474061.3918746117
985000833,209977.0,3,1.0,6134,1.0,0,0,4,0,1948,0,1440,9823,280478.66332906706
8860500150,380000.0,4,2.5,6365,2.0,0,0,3,670,2000,0,2290,5942,481212.8391566969
6021503706,329900.0,2,2.5,1021,3.0,0,0,3,0,2008,0,980,1023,354672.86196008103
7942600975,505000.0,4,1.75,4800,1.0,0,0,5,910,1922,0,1450,4800,540646.887078619
8645511350,300000.0,3,1.75,21138,1.0,0,0,4,570,1977,0,1850,12200,358870.9942118933
2767800065,429000.0,2,1.0,5000,1.0,0,0,2,0,1924,0,1410,5000,349918.1628363316
3401700031,661000.0,2,1.5,46173,2.0,0,0,4,0,1964,0,2220,42224,400879.9588921597
2862100260,540000.0,4,1.75,4280,1.0,0,0,4,920,1918,0,1660,4280,593020.1948229942
2546500020,295000.0,3,2.0,8682,1.0,0,0,4,0,1966,0,1410,10594,334966.0219724826
6052400625,406000.0,4,1.5,6000,2.0,0,1,3,0,1951,0,1920,6000,534835.2074591739
7853320950,412500.0,3,2.0,5246,1.0,0,0,3,0,2007,0,2430,6883,438250.61809472664
4046600070,805000.0,3,3.0,19023,2.0,0,0,3,0,1985,0,1860,15001,527361.881006132
1891100130,639000.0,3,2.25,2421,2.0,0,0,3,0,2005,0,1500,2743,385753.11652284104
4139430410,1156000.0,4,3.5,12305,2.0,0,2,3,0,1994,0,4190,13137,1124344.3003733756
6865200444,531000.0,2,3.0,1175,2.0,0,0,3,160,2000,0,1290,1800,450441.4563061963
9455200329,495000.0,3,1.75,6557,1.0,0,0,3,0,1967,0,1920,6793,367985.2159979191
5423500240,194000.0,3,1.0,7577,1.0,0,0,3,0,1983,0,1430,7245,246573.57078712087
9144300060,350000.0,3,1.0,9786,1.0,0,0,4,0,1969,0,1660,9621,277041.3495473997
3905060070,545000.0,4,2.5,8504,2.0,0,0,3,0,1991,0,2000,6773,424862.8222552416
5101404491,520000.0,2,1.0,6380,1.0,0,0,3,450,1939,0,1380,6380,377642.8554112669
50300090,398950.0,4,3.0,10297,2.0,0,0,3,0,2003,0,2520,8366,523359.949573527
97600140,800000.0,4,2.5,5000,2.0,0,0,3,170,2007,0,3230,5778,600250.412287492
2771602427,438000.0,2,1.0,1179,2.0,0,0,3,0,2010,0,1190,1600,332346.77781816764
3022079080,650000.0,4,2.5,222156,2.0,0,0,3,0,2002,0,3340,222156,692085.8734914378
6384500581,555000.0,3,1.75,6000,1.0,0,0,5,920,1958,0,1530,6250,460791.6530126304
4057300170,305000.0,2,1.5,2980,2.0,0,0,3,0,1988,0,1150,2981,316739.6016331775
1842100160,513000.0,5,2.0,8652,1.0,0,0,3,1120,1965,0,1950,8050,401517.7167305718
6411600370,475000.0,7,3.5,29699,1.0,0,0,3,1350,1961,0,1380,7555,430226.61239501566
1853080130,924000.0,5,2.75,8001,2.0,0,0,3,0,2014,0,3190,6624,706373.5083802403
7954000125,562000.0,3,1.75,5978,1.0,0,0,5,940,1957,0,1930,4770,604768.0908722526
3904920380,578550.0,3,2.5,6602,2.0,0,0,4,0,1989,0,2330,7795,541520.7535923653
2619950350,403000.0,3,2.75,8354,2.0,0,0,3,0,2012,0,2280,6348,515061.28977940563
2902200241,562500.0,3,2.25,907,2.0,0,0,3,300,2006,0,1300,1169,398494.37299841904
7853400250,610000.0,4,3.5,5260,2.0,0,0,3,0,2012,0,2910,5260,583489.7310412686
2126079014,540000.0,4,2.25,228254,1.0,0,0,3,1090,1990,0,1780,59241,459891.7406845982
5104520810,378000.0,3,2.5,11672,2.0,0,0,3,0,2004,0,2150,5450,388421.2351206356
7635800600,365000.0,5,2.0,19000,1.5,0,0,3,0,1924,0,1790,11800,403723.920293692
1926069063,585000.0,3,1.75,87213,1.0,0,0,4,0,1974,0,3270,39586,753190.6524454162
4099500935,705000.0,3,1.75,10221,1.0,0,2,4,1040,1946,0,2180,8535,587716.8031246362
4047200950,265000.0,2,1.0,31505,1.0,0,0,3,0,1960,0,1560,22597,273549.4611444924
5457800930,1695000.0,2,2.25,3000,2.0,0,2,5,1180,1900,0,2980,5061,1408019.5778794503
3250500103,925000.0,3,1.75,10796,1.0,0,0,3,540,1951,0,1940,10796,502755.3790772003
2561360120,475000.0,3,2.0,11502,1.0,0,0,4,0,1984,0,1660,11727,342459.67543178156
5603800110,586000.0,4,2.25,9000,2.0,0,0,4,0,1965,0,2110,10431,538653.2029570348
731500200,347500.0,4,2.5,3562,2.0,0,0,3,0,2012,0,1708,3539,406267.5027325172
624110540,1175000.0,4,3.25,20822,2.0,0,0,3,0,1991,0,4170,23958,1207502.3749990887
3278612450,391000.0,3,2.5,1120,2.0,0,0,3,0,2011,0,1800,2380,364802.31700137065
1825049013,560000.0,4,2.0,4048,1.5,0,0,4,0,1906,0,1440,3956,574946.3703100358
